id,titulo,anio,editorial_institucion,tipo_doc,pais,departamento,nombre_revista_compilacion,numero_revista,autor,ciudad,temas,url,obs,img,file_img
454,Estudio de ideas arquitectónicas biomiméticas,2019,FAADU - UMSA,ensayo,Bolivia,,Biomímesis y regeneración en la arquitectura. Workshop Internacional,,Salazar D.,Urbanización boliviana,biomímesis,https://issuu.com/vaniacalle/docs/biomimesis_y_regeneraci_n_en_la_arquitectura,,https://labtecnosocial.org/explora-bib/urbana/454.png,454.png
455,"La biología, ingeniería y diseño regenerativo arquitectónico",2019,FAADU - UMSA,ensayo,Bolivia,,Biomímesis y regeneración en la arquitectura. Workshop Internacional,,Arze A.,Urbanización boliviana,biomímesis,https://issuu.com/vaniacalle/docs/biomimesis_y_regeneraci_n_en_la_arquitectura,,https://labtecnosocial.org/explora-bib/urbana/455.png,455.png
456,"La biología, ingeniería y diseño regenerativo arquitectónico",2019,FAADU - UMSA,ensayo,Bolivia,,Biomímesis y regeneración en la arquitectura. Workshop Internacional,,Contreras R.,Urbanización boliviana,biomímesis,https://issuu.com/vaniacalle/docs/biomimesis_y_regeneraci_n_en_la_arquitectura,,https://labtecnosocial.org/explora-bib/urbana/456.png,456.png
457,Práctica de la metodología de diseño biomimético y regeneración arquitectónica,2019,FAADU - UMSA,ensayo,Bolivia,,Biomímesis y regeneración en la arquitectura. Workshop Internacional,,Becerra D.,Urbanización boliviana,biomímesis,https://issuu.com/vaniacalle/docs/biomimesis_y_regeneraci_n_en_la_arquitectura,,https://labtecnosocial.org/explora-bib/urbana/457.png,457.png
458,Práctica Taller Intensivo propuesta en la arquitectura,2019,FAADU - UMSA,informe,Bolivia,,Biomímesis y regeneración en la arquitectura. Workshop Internacional,,Sainz J.,Urbanización boliviana,biomímesis,https://issuu.com/vaniacalle/docs/biomimesis_y_regeneraci_n_en_la_arquitectura,,https://labtecnosocial.org/explora-bib/urbana/458.png,458.png
459,La propuesta del enfoque biomimético y regenerativo en la arquitectura,2019,FAADU - UMSA,ensayo,Bolivia,,Biomímesis y regeneración en la arquitectura. Workshop Internacional,,Calle V.,Urbanización boliviana,biomímesis,https://issuu.com/vaniacalle/docs/biomimesis_y_regeneraci_n_en_la_arquitectura,,https://labtecnosocial.org/explora-bib/urbana/459.png,459.png
460,Microgobiernos barriales. Levantamiento y resistencia de la ciudad de El Alto (Octubre 2003 y Noviembre 2019),2020,NoPatria,libro,Bolivia,La Paz,,,Mamani P.,El Alto,"barrios populares,movimientos sociales",https://drive.google.com/file/d/13sqWYxLVHsRWuYDj2WBwa0eZ02gw1j59/view,,https://labtecnosocial.org/explora-bib/urbana/460.jpeg,460.jpeg
461,"Ciudad de indios, ciudad de españoles. La racialización del espacio como continuidad histórica en la ciudad de La Paz",2020,Jichha,libro,Bolivia,La Paz,,,Hilari S.,La Paz,"discriminación,segregación socioespacial,violencia",https://jichha.blogspot.com/2020/11/ciudad-de-indios-ciudad-de-espanoles-la_25.html,,https://labtecnosocial.org/explora-bib/urbana/461.jpeg,461.jpeg
462,Albañiles. Los constructores de la ciudad,2020,CIS,libro,Bolivia,La Paz,,,Macusaya C.,El Alto,geografías urbanas,https://jichha.blogspot.com/2020/12/albaniles-los-constructores-de-la.html,,https://labtecnosocial.org/explora-bib/urbana/462.png,462.png
463,La 'urbanización del agua' en la ciudad de La Paz: perspectivas históricas y conceptuales,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Manuel J.,La Paz,"agua,desigualdad",https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/463.jpeg,463.jpeg
464,Desigualdad en el acceso al agua en Cochabamba: una mirada histórica,2020,CIDES - UMSA,ensayo,Bolivia,La Paz,Agua y desigualdades urbanas,,Vargas Sola E.,Cochabamba,"agua,desigualdad",https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/464.jpeg,464.jpeg
465,Retos para una gestión del agua como bien común en el municipio de Cochabamba,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Ramoneda A.,Cochabamba,"gestión municipal,agua",https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/465.jpeg,465.jpeg
466,El acceso a fuentes mejoradas de agua potable en Bolivia,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Garcia Hernandez L.,Urbanización boliviana,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/466.jpeg,466.jpeg
467,Urbanización y disponibilidad de agua para consumo humano en la ciudad de Cochabamba: reducción de datos por medio de un análisis generalizado de correlación canónico,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Ledo C.,Cochabamba,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/467.jpeg,467.jpeg
468,Desigualdades territoriales expresadas en la salud infantil en dos barrios con acceso a agua en la ciudad de El Alto,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Tudela Canaviri M.,El Alto,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/468.jpeg,468.jpeg
469,Persistencia de la desigualdad en el acceso al agua: una mirada a las acciones de las mujeres en territorios periurbanos de la ciudad de El Alto,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Escobar X.,El Alto,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/469.jpeg,469.jpeg
470,Los comunes en la gestión del agua y saneamiento en Sacaba. Alternativas comunitarias en el periurbano cochabambino,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,"Perez Mercado M.,Perez Mercado L.,Perez Mercado C.",Sacaba,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/470.jpeg,470.jpeg
471,Paisaje de manantiales y lavanderías colectivas en la ciudad de La Paz,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Davalos J.,La Paz,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/471.jpeg,471.jpeg
472,Ciudadanía corporativa y urbanización del agua en la periferia de El Alto,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Perales V.,El Alto,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/472.jpeg,472.jpeg
473,Usos y costumbres y su relación con el acceso al agua potable en las comunidades de Achocalla y Mecapaca del departamento de La Paz,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Pablo D.,"Achocalla,Mecapaca,La Paz",agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/473.jpeg,473.jpeg
474,Cuando la goerbanza falla: asimetrías institucionales en la gestión del agua en el municipio de La Paz,2020,CIDES - UMSA,ensayo,Bolivia,La Paz,Agua y desigualdades urbanas,,Ferrufino A.,La Paz,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/474.jpeg,474.jpeg
475,Las alternativas de abastecimiento de agua en la aglomeración paceña: herramienta eficiente de integración social y de resiliencia de la gestión urbana del agua,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Hardy S.,La Paz,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/475.jpeg,475.jpeg
476,Control hídrico y ciclo urbano del agua en la región andina de Cochabamba,2020,CIDES - UMSA,ensayo,Bolivia,La Paz,Agua y desigualdades urbanas,,Bustamante R.,Cochabamba,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/476.jpeg,476.jpeg
477,Auto-organización de la gestión del agua y desigualdades: la zona Sur de La Paz frente a las transformaciones urbanas,2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,"Le Gouill C.,Poupeau F.",La Paz,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/477.jpeg,477.jpeg
478,"Conflictos y tensiones por la propiedad del agua en el territorio de Interfase Urbano-Rural de Hampaturi, municipio de La Paz",2020,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,Agua y desigualdades urbanas,,Torrico E.,La Paz,agua,https://renaseh-odhva.org/books/agua-desigualdades-urbanas/,,https://labtecnosocial.org/explora-bib/urbana/478.jpeg,478.jpeg
479,Planificación municipal y coordinación interinstitucional para una buena gestión del agua,2020,CIDES - UMSA,informe,Bolivia,La Paz,,,Ferrufino A.,La Paz,agua,http://www.cides.edu.bo/index.php/component/jdownloads/?task=download.send&id=203&catid=26&m=0&Itemid=101,,https://labtecnosocial.org/explora-bib/urbana/479.jpeg,479.jpeg
480,Provisión de agua y gestión de territorios de interfase urbano-rural. Implicaciones y recomendaciones,2020,CIDES - UMSA,informe,Bolivia,La Paz,,,Torrico E.,Urbanización boliviana,agua,http://www.cides.edu.bo/index.php/component/jdownloads/?task=download.send&id=204&catid=26&m=0&Itemid=101,,https://labtecnosocial.org/explora-bib/urbana/480.jpeg,480.jpeg
481,Obras de agua y saneamiento con participación vecinal: reguladas y transparentes,2020,CIDES - UMSA,informe,Bolivia,La Paz,,,Perales V.,La Paz,agua,http://www.cides.edu.bo/index.php/component/jdownloads/?task=download.send&id=205&catid=26&m=0&Itemid=101,,https://labtecnosocial.org/explora-bib/urbana/481.jpeg,481.jpeg
482,Acceso al agua: persistencia de desigualdades en la vida de las mujeres,2020,CIDES - UMSA,informe,Bolivia,La Paz,,,Escobar X.,La Paz,agua,http://www.cides.edu.bo/index.php/component/jdownloads/?task=download.send&id=206&catid=26&m=0&Itemid=101,,https://labtecnosocial.org/explora-bib/urbana/482.jpeg,482.jpeg
483,"Manantiales y lavanderías en la ciudad de La Paz, apuntes para su gestión",2020,CIDES - UMSA,informe,Bolivia,La Paz,,,Davalos J.,La Paz,agua,http://www.cides.edu.bo/index.php/component/jdownloads/?task=download.send&id=207&catid=26&m=0&Itemid=101,,https://labtecnosocial.org/explora-bib/urbana/483.jpeg,483.jpeg
484,"El agua en El Alto, un derecho que llega incompleto",2020,CIDES - UMSA,informe,Bolivia,La Paz,,,Tudela Canaviri M.,El Alto,agua,http://www.cides.edu.bo/index.php/component/jdownloads/?task=download.send&id=202&catid=26&m=0&Itemid=101,,https://labtecnosocial.org/explora-bib/urbana/484.jpeg,484.jpeg
485,"Movimientos ciudadanos en Red. Acción colectiva, redes sociales digitales y ciudadanismo en Bolivia (2010-2017)",2020,DICyT,libro,Bolivia,Cochabamba,,,Ojeda Copa A.,"La Paz,Cochabamba,Santa Cruz","internet,movimientos sociales,tecnología",https://drive.google.com/file/d/1M18RRYRJqoUtvi3zNlQDtwVTBZx3LPCK/view,,https://labtecnosocial.org/explora-bib/urbana/485.jpeg,485.jpeg
486,Elementos para una historia ambiental del río Rocha. Un enfoque ecocrítico y biorregional,2020,"DICyT,Centro Agua",libro,Bolivia,Cochabamba,,,"Crespo C.,Crespo L.",Cochabamba,medio ambiente,https://www.almanaquedelfuturo.com/wp-content/uploads/2020/12/Historia-ambiental-rio-Rocha.pdf,,https://labtecnosocial.org/explora-bib/urbana/486.jpeg,486.jpeg
487,Cochabamba en fragmentos: un acercamiento al fenómeno de los barrios cerrados,2020,UPB,articulo de investigación,Bolivia,,,19,"Cabrera J.,Escobar A.,Ugarte M.",Cochabamba,fragmentación urbana,https://www.upb.edu/revista-investigacion-desarrollo/index.php/id/article/view/200,,https://labtecnosocial.org/explora-bib/urbana/487.png,487.png
488,"Determinantes socioeconómicos del reciclaje en La Paz, Bolivia: un análisis de política pública",2020,UPB,articulo de investigación,Bolivia,,,19,Osorio Borrero M.,La Paz,"residuos,empleo",https://www.upb.edu/revista-investigacion-desarrollo/index.php/id/article/view/198,,https://labtecnosocial.org/explora-bib/urbana/488.png,488.png
489,Aportes de la sociedad civil a la política nacional de desarrollo integral de ciudades,2020,RENASEH,cartilla,Bolivia,,,,Quillaguaman K.,Urbanización boliviana,planificación urbana,http://35.231.160.168/wp-content/uploads/2021/03/Cartilla-5-Aporte-a-la-PNDIC.pdf,,https://labtecnosocial.org/explora-bib/urbana/489.jpeg,489.jpeg
490,Aportes de la sociedad civil a la política nacional de vivienda,2020,RENASEH,cartilla,Bolivia,,,,Rodriguez G.,Urbanización boliviana,vivienda,http://35.231.160.168/wp-content/uploads/2021/03/Cartilla-4-Aportes-a-la-Poli%CC%81tica-Vivienda.pdf,,https://labtecnosocial.org/explora-bib/urbana/490.jpeg,490.jpeg
491,"Cotidianidades Urbanas. Vida cotidiana, hábitat social y derecho a la ciudad: prácticas narrativas de barrios beneficiados con viviendas sociales en el área urbana de cochabamba",2020,"DICyT,Cooperación Sueca",libro,Bolivia,Cochabamba,,,Rodriguez G.,Cochabamba,vivienda,https://renaseh-odhva.org/books/cotidianidades-urbanas-vida-cotidiana-habitat-social-y-derecho-a-la-ciudad-practicas-y-narrativas-de-barrios-beneficiados-con-viviendas-sociales-en-el-area-urbana-de-cochabamba/,,https://labtecnosocial.org/explora-bib/urbana/491.jpeg,491.jpeg
492,Bolivia: Vulnerabilidad habitacional de los hogares ante la crisis sanitaria covid-19,2020,"RENASEH,PROHABITAT",libro,Bolivia,Cochabamba,,,Quillaguaman K.,Urbanización boliviana,vivienda,http://35.231.160.168/wp-content/uploads/2021/03/Pro-Ha%CC%81bitat-Cartilla-6-Mar21.pdf,,https://labtecnosocial.org/explora-bib/urbana/492.jpeg,492.jpeg
493,Experiencias sobre la problemática de la propiedad urbana y regularización del derecho propietario. Ley de regularización del derecho propietario sobre bienes inmuebles urbanos destinados a vivienda,2020,RENASEH,cartilla,Bolivia,Cochabamba,,,RENASEH,Urbanización boliviana,"mercados de suelo,asentamientos informales",http://35.231.160.168/wp-content/uploads/2021/03/Cartilla-2-Problematica-Propiedad-Urbana-y-Regularizacion.pdf,,https://labtecnosocial.org/explora-bib/urbana/493.jpeg,493.jpeg
494,"Restoration of the Discalced Carmelites Convent of Saint Teresa, Cochabamba",2020,"Journal of Traditional Building, Architecture and Urbanism",articulo de investigación,no,,"Journal of Traditional Building, Architecture and Urbanism",,"Santa Cruz X.,Moscoso M.",Cochabamba,patrimonio,https://www.traditionalarchitecturejournal.com/index.php/home/article/view/331,,https://labtecnosocial.org/explora-bib/urbana/494.jpeg,494.jpeg
495,Bolivia en busca de su política urbana,2020,IDIS - UMSA,ensayo,Bolivia,La Paz,Temas Sociales,47,Mazurek H.,Urbanización boliviana,planificación urbana,http://www.scielo.org.bo/scielo.php?pid=S0040-29152020000200006&script=sci_arttext,,https://labtecnosocial.org/explora-bib/urbana/495.jpeg,495.jpeg
496,Estrategias en tiempos de COVID19: Integrando y Fortaleciendo los Sistemas Alimentarios y la Seguridad Alimentaria de la Región Metropolitana de La Paz,2020,Fundación Alternativas,informe,Bolivia,,,,Fundacion Alternativas,La Paz,seguridad alimentaria,https://alternativascc.org/wp-content/uploads/2020/12/Brief-COVID-Metro-2_web.pdf,,https://labtecnosocial.org/explora-bib/urbana/496.jpeg,496.jpeg
497,Estrategias en tiempos de COVID19: Recomendaciones y Mecanismos para Garantizar la Seguridad Alimentaria en el Municipio de El Alto,2020,Fundación Alternativas,informe,Bolivia,,,,"Comite Municipal de Seguridad Alimentaria de el Alto,Fundacion Alternativas",El Alto,seguridad alimentaria,https://alternativascc.org/wp-content/uploads/2020/06/Brief-COVID_EL-Alto-WEB.pdf,,https://labtecnosocial.org/explora-bib/urbana/497.jpeg,497.jpeg
498,Estrategias en tiempos de COVID19: Mecanismos de Abastecimiento para la Región Metropolitana de La Paz,2020,Fundación Alternativas,informe,Bolivia,,,,"Conde A.,Thellaeche J.,Teran G.",La Paz,seguridad alimentaria,https://alternativascc.org/wp-content/uploads/2020/06/Brief-Metro-COVID2019-FINAL.pdf,,https://labtecnosocial.org/explora-bib/urbana/498.jpeg,498.jpeg
499,Repensando las ciclovías: propuestas accionables para la movilidad urbana en Bolivia,2020,UPB,ensayo,Bolivia,,,,"Weiss S.,Cabrera J.",Urbanización boliviana,transporte,https://www.researchgate.net/publication/343787242_Estudio_Transversal_Repensando_las_ciclovias_para_la_movilidad_urbana_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/499.jpeg,499.jpeg
500,Ciudad Inteligente y datos urbanos abiertos: el caso de Bolivia,2020,UCB,ensayo,Bolivia,,Journal de Comunicación Social,9,Fernandez B.,Urbanización boliviana,tecnología,https://www.jcomsoc.ucb.edu.bo/index.php/a/article/view/1186,,https://labtecnosocial.org/explora-bib/urbana/500.jpeg,500.jpeg
501,La arquitectura boliviana de la revolución democrática y cultural,2021,UPB,articulo de investigación,Bolivia,,,20,"Ugarte M.,Cabrera J.",Urbanización boliviana,arquitectura,https://www.upb.edu/revista-investigacion-desarrollo/index.php/id/article/view/232,,https://labtecnosocial.org/explora-bib/urbana/501.png,501.png
502,El devenir del sistema de ciudades en Bolivia: De 1900 a 2012,2021,"Universidad Alberto Hurtado,Universidad Nacional de Colombia",articulo de investigación,Colombia,Bogotá,"Sistemas urbanos en América Latina, El Caribe y Estados Unidos. Un balance en los albores del siglo XXI",,"Cabrera J.,Escobar A.",Urbanización boliviana,"demografía,organización socioespacial",https://renaseh-odhva.org/wp-content/uploads/2021/08/El-devenir-de-las-ciudades-en-Bolivia_Cabrera_Escobar.pdf,,https://labtecnosocial.org/explora-bib/urbana/502.jpeg,502.jpeg
503,"Estructura, composición y variación estacional del ensamble de aves en el Parque Urbano Guapilo, Santa Cruz de la Sierra, Bolivia",2021,Fundación Miguel Lillo,articulo de investigación,Argentina,,Acta Zoológica Lilloana,,Peñaranda E.,Santa Cruz,fauna urbana,http://www.lillo.org.ar/journals/index.php/acta-zoologica-lilloana/article/view/1199,,https://labtecnosocial.org/explora-bib/urbana/503.jpeg,503.jpeg
